Ag-107	MF=10 MT=  4 (n,n') reaction  	93.125	9.400360E+4 	47	107	Ag	0.51839	107.8682	10.5	93.124	4.7	44.3s	1.8760278000000001	0.03591741915933078
Ag-109	MF=10 MT=  4 (n,n') reaction  	88.034	8.884940E+4 	47	109	Ag	0.48161	107.8682	10.5	88.04	3.66	39.6s	2.1762379999999997	0.035794195649395455
Ba-130	MF=10 MT= 16 (n,2n) reaction  	8.4	1.035660E+7 	56	129	Ba	0.00106	137.327	3.51	6.55	*	2.16h	591.89	-1.0754582618154513
Ba-130	MF=10 MT= 16 (n,2n) reaction  	8.4	1.035660E+7 	56	129	Ba	0.00106	137.327	3.51	8.4	*	2.16h	303.99999999999994	-0.7754820054881517
Ba-130	MF=10 MT= 16 (n,2n) reaction  	8.4	1.035660E+7 	56	129	Ba	0.00106	137.327	3.51	53.2	0.23*	2.16h	12.100719999999997	0.020050178843801447
Ba-130	MF=10 MT= 16 (n,2n) reaction  	8.4	1.035660E+7 	56	129	Ba	0.00106	137.327	3.51	73.2	0.59*	2.16h	5.509319999999999	0.03350873962790413
Ba-130	MF=10 MT= 16 (n,2n) reaction  	8.4	1.035660E+7 	56	129	Ba	0.00106	137.327	3.51	75.2	0.20*	2.16h	5.054519999999999	0.03404727249537487
Ba-130	MF=10 MT= 16 (n,2n) reaction  	8.4	1.035660E+7 	56	129	Ba	0.00106	137.327	3.51	85.1	0.15*	2.16h	3.5121600000000006	0.035602446601454396
Ba-130	MF=10 MT= 16 (n,2n) reaction  	8.4	1.035660E+7 	56	129	Ba	0.00106	137.327	3.51	88.6	0.1*	2.16h	3.2027600000000005	0.03581988284054738
Ba-130	MF=10 MT= 16 (n,2n) reaction  	8.4	1.035660E+7 	56	129	Ba	0.00106	137.327	3.51	118.3	0.1*	2.16h	1.6780982	0.034281058939502174
Ba-130	MF=10 MT= 16 (n,2n) reaction  	8.4	1.035660E+7 	56	129	Ba	0.00106	137.327	3.51	119.7	0.1*	2.16h	1.6385538	0.034129590137957244
Ba-130	MF=10 MT= 16 (n,2n) reaction  	8.4	1.035660E+7 	56	129	Ba	0.00106	137.327	3.51	129.14	11.8*	2.16h	1.3719115600000005	0.03303347660593481
Ba-130	MF=10 MT= 16 (n,2n) reaction  	8.4	1.035660E+7 	56	129	Ba	0.00106	137.327	3.51	135.61	1.64*	2.16h	1.1891599399999995	0.03223260968221986
Ba-130	MF=10 MT= 16 (n,2n) reaction  	8.4	1.035660E+7 	56	129	Ba	0.00106	137.327	3.51	140.1	0.1*	2.16h	1.0623353999999996	0.03166429093996115
Ba-130	MF=10 MT= 16 (n,2n) reaction  	8.4	1.035660E+7 	56	129	Ba	0.00106	137.327	3.51	142.8	0.1*	2.16h	0.9860711999999994	0.03131982673297706
